,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Court station name: 
(Entry required.)",,,A. N. Other,,,,,,,,,,JUDICIARY,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Apr,2023,QRCC,E021,12,Jan,2023,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Hearing date set (in court),,09,May,2023,1,,,,,1,No,,,0,,,
,4,Apr,2023,QRCC,310,27,Sep,2019,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Hearing date set (in court),,23,May,2023,1,,,1,,,Yes,,,0,,,
,4,Apr,2023,QRSUCC,E014,9,Nov,2020,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Summons for Confirmation,Grant confirmed,,,,,1,,,,,,No,,,0,,,
,4,Apr,2023,QRCC,E144,9,May,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Mention,Hearing date set (in court),,23,May,2023,1,,,1,1,,No,,,0,,,
,4,Apr,2023,QRSUCC,E148,31,May,2022,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Summons for Confirmation,Grant confirmed,,,,,1,,,1,,,No,,,0,,,
,4,Apr,2023,QRCC,201,13,Jun,2019,,,,,Commercial Suits,Hon A N Other,,,,,,,Mention,Mention date set (in court),,16,May,2023,1,,,1,,,Yes,,,0,,,
,4,Apr,2023,QRCC,E197,4,Aug,2021,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Hearing,Mention date set (in court),,18,Apr,2023,1,,,1,,1,Yes,1,,0,,,
,4,Apr,2023,QRCC,E053,21,Feb,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,06,Jun,2023,1,,,1,,2,Yes,,,0,,,
,4,Apr,2023,QRCC,E058,22,Feb,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,06,Jun,2023,1,,,1,2,,Yes,,,0,,,
,4,Apr,2023,QRCC,151,29,Mar,2016,,,,,Commercial Suits,Hon A N Other,,,,,,,Hearing,Mention date set (in court),,23,May,2023,1,,,,,1,Yes,1,,0,,,
,4,Apr,2023,QRELC,101,13,Nov,2018,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Pre-Trial Conference,Mention date set (in court),,18,Apr,2023,3,,,2,,,Yes,,,0,,,
,4,Apr,2023,QRCC,421,10,Jun,2014,,,,,Liquidated Claim,Hon XYZ,,,,,,,Notice to Show Cause (NTSC),Warrants of Arrest issued,,25,Apr,2023,,,1,1,,,Yes,,,0,,,
,4,Apr,2023,QRSUCC,57,1,Oct,2021,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Mention,Further Mention,,02,May,2023,1,,,,,,Yes,,,0,,,
,4,Apr,2023,QRELC,E054,12,Jul,2022,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Mention,Mention date set (in court),,04,Apr,2023,1,,,3,1,,Yes,,,0,,,
,4,Apr,2023,QRELRC,E020,12,Sep,2022,,,,,Employment and Labour Cases,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,04,Jul,2023,,1,,,1,,Yes,,,0,,,
,4,Apr,2023,QRCC,147,26,Apr,2019,,,,,Liquidated Claim,Hon A N Other,,,,,,,Hearing,Mention date set (in court),,16,May,2023,1,,,,,1,Yes,1,,0,,,
,4,Apr,2023,QRSUCC,218,17,May,2017,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Mention,Mention date set (in court),,16,May,2023,1,,,,,,Yes,,,0,,,
,4,Apr,2023,QRCC,641,15,Dec,2016,,,,,Liquidated Claim,Hon A N Other,,,,,,,Defense Hearing ,Mention date set (in court),,09,May,2023,1,,,,1,,Yes,,,0,,,
,4,Apr,2023,QRELC,E022,3,May,2021,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Hearing,Adjournment,Advocate not ready,11,Jul,2023,1,,,2,,,Yes,,,0,,,
,4,Apr,2023,QRCC,E221,30,Jun,2022,,,,,Commercial Suits,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,23,May,2023,,1,,,2,,Yes,,,0,,,
,4,Apr,2023,QRCHCC,E023,25,Jul,2022,,,,,Custody and Maintenance,Hon XYZ,,,,,,,Hearing,Matter referred for arbitration/mediation,,21,Feb,2023,,1,,1,,,No,,,0,,,
,4,Apr,2023,QRSUCC,E265,15,Oct,2021,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Mention,Hearing date set (in court),,04,Jul,2023,1,1,,1,,,Yes,,,0,,,
,4,Apr,2023,QRCC,E063,4,Mar,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Mention,Mention date set (in court),,18,Apr,2023,,1,,,1,,Yes,,,0,,,
,4,Apr,2023,QRCC,E102,29,Apr,2021,,,,,Liquidated Claim,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,06,Jun,2023,,1,,1,,1,Yes,,,0,,,
,4,Apr,2023,QRCC,308,27,Sep,2019,,,,,Commercial Suits,Hon XYZ,,,,,,,Mention,Hearing date set (in court),,30,May,2023,,1,,,,1,Yes,,,0,,,
,4,Apr,2023,QRCC,440,17,Dec,2019,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Hearing date set (in court),,23,May,2023,,1,,2,2,,Yes,,,0,,,
,4,Apr,2023,QRSUCC,197,11,Jul,2016,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Mention,Mention date set (in court),,23,May,2023,2,,,1,1,,No,,,0,,,
,4,Apr,2023,QRCC,E083,9,Apr,2021,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Defense Hearing ,Hearing date set (in court),,13,Jun,2023,1,,,1,1,1,Yes,,,0,,,
,4,Apr,2023,QRSUCC,515,30,Oct,2018,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Summons for Confirmation,Grant Confirmed,,,,,1,1,,1,,,No,,,0,,,
,5,Apr,2023,QRDC,E012,5,Apr,2023,,,,,Divorce and separation,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,5,Apr,2023,QRCC,656,20,Dec,2016,,,,,Commercial Suits,Hon Abc Def,,,,,,,Hearing,Adjournment,Court not sitting,10,May,2023,1,,,2,,1,No,,,0,,,
,5,Apr,2023,QRSUCC,35,22,Jan,2020,,,,,Succession (Probate & Administration - P&A),Hon Abc Def,,,,,,,Summons for Confirmation,Grant confirmed,,,,,,,,,,,No,,,0,,,
,5,Apr,2023,QRCC,216,27,Jun,2019,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Mention,Ruling date given,,20,Apr,2023,,,1,1,1,5,Yes,,,0,,,
,5,Apr,2023,QRELC,47,23,Feb,2021,,,,,Environment and Land Cases,Hon Abc Def,,,,,,,Hearing- Application,Adjournment,Court not sitting,10,May,2023,1,,,3,,,No,,,0,,,
,5,Apr,2023,QRCC,393,11,Nov,2019,,,,,Commercial Suits,Hon Abc Def,,,,,,,Hearing- Application,Adjournment,Court on Leave,11,May,2023,1,,,,1,1,Yes,,,0,,,
,5,Apr,2023,QRCC,E332,8,Oct,2022,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Formal Proof Hearing,Adjournment,Court on Leave,11,May,2023,1,,,,,1,No,,,0,,,
,5,Apr,2023,QRSUCCMISC,E070,4,Apr,2023,,,,,Miscellaneous Succession ,Hon A N Other,,,,,,,Hearing- Application,Application dismissed - Case closed,,,,,,1,,1,,,Yes,,,0,,,
,5,Apr,2023,QRSUCCMISC,E073,5,Apr,2023,,,,,Miscellaneous Succession ,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,1,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,5,Apr,2023,QRCC,E164,5,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,2,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,5,Apr,2023,QRDC,E011,5,Apr,2023,,,,,Divorce and separation,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,18,May,2023,1,,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,5,Apr,2023,QRSUCC,471,30,Oct,2019,,,,,Succession (Probate & Administration - P&A),Hon Abc Def,,,,,,,Mention,Adjournment,Court not sitting,10,May,2023,1,,,1,,,Yes,,,0,,,
,5,Apr,2023,QRELC,11,28,Jan,2019,,,,,Environment and Land Cases,Hon Abc Def,,,,,,,Hearing,Adjournment,Court on Leave,11,May,2023,1,,,1,,,No,,,0,,,
,5,Apr,2023,QRSUCC,E083,30,Mar,2023,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Hearing- Application,Adjournment,Advocate not ready,19,Apr,2023,,1,,1,,,No,,,0,,,
,6,Apr,2023,QRCC,252,4,Sep,2020,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Ruling,Ruling delivered,,,,,,,,,,,Yes,,,0,,,
,6,Apr,2023,QRELC,E006,4,Feb,2021,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,05,Jun,2023,1,,,1,,,No,,,0,,,
,6,Apr,2023,QRSUCC,E303,22,Nov,2021,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,20,Apr,2023,1,,,1,,,No,,,0,,,
,6,Apr,2023,QRCC,E419,16,Dec,2022,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,13,Apr,2023,1,1,,2,,,Yes,,,0,,,
,6,Apr,2023,QRCC,E213,11,Aug,2021,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Hearing,Hearing date set (in court),,17,Aug,2023,1,,,1,,,Yes,2,,0,,,
,6,Apr,2023,QRSUCC,E273,26,Oct,2022,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Summons for Confirmation,Directions given,,,,,1,,,1,,,No,,,0,,,
,6,Apr,2023,QRCC,412,30,Aug,2018,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Judgment,Judgment date given,,16,Jun,2023,,1,,,1,,Yes,,,0,,,
,6,Apr,2023,QRELC,E044,19,May,2022,,,,,Environment and Land Cases,Hon Abc Def,,,,,,,Hearing,Adjournment,Court not sitting,31,May,2023,1,,,,1,,Yes,,,0,,,
,6,Apr,2023,QRCCMISC,E284,13,May,2021,,,,,Miscellaneous Application,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,27,Jun,2023,1,,,,1,1,Yes,,,0,,,
,6,Apr,2023,QRCC,117,28,May,2020,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Mention,Application Allowed,,,,,1,3,,2,1,,Yes,,,0,,,
,6,Apr,2023,QRSUCC,E145,27,May,2022,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Summons for Confirmation,Grant confirmed,,,,,2,,,1,,,No,,,0,,,
,6,Apr,2023,QRSUCC,E080,21,Mar,2022,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Summons for Confirmation,Directions given,,,,,1,,,,,,No,,,0,,,
,6,Apr,2023,QRELC,E040,12,Jul,2021,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,16,Aug,2023,1,,,1,1,,Yes,,,0,,,
,6,Apr,2023,QRCC,E342,18,Oct,2022,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Mention,Directions given,,,,,,1,,1,,1,Yes,,,0,,,
,6,Apr,2023,QRCCMISC,E226,6,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRELRC,5,24,Feb,2020,,,,,Employment and Labour Cases,Hon A N Other,,,,,,,Certificate of urgency,Certified urgent,,18,Apr,2023,1,,,,,1,Yes,,,0,Certificate of urgency activity auto-created ,,
,6,Apr,2023,QRDC,E013,6,Apr,2023,,,,,Divorce and separation,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRELC,27,2,Mar,2020,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,20,Apr,2023,,1,,1,,,No,,,0,,,
,6,Apr,2023,QRCCMISC,E227,6,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRELC,E036,25,Jun,2021,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Certificate of urgency,Certified urgent,,19,Apr,2023,,1,,1,,,Yes,,,0,Certificate of urgency activity auto-created ,,
,6,Apr,2023,QRCC,E165,6,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRELC,79,3,Oct,2018,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Matters cannot be reached,02,Aug,2023,,4,,2,,,Yes,,,0,,,
,6,Apr,2023,QRSUCC,E084,6,Apr,2023,,,,,Succession (Probate & Administration - P&A),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRCCMISC,77,6,Mar,2019,,,,,Miscellaneous Application,Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,06,Jun,2023,,,1,,,1,Yes,,,0,,,
,6,Apr,2023,QRCHCC,E020,23,Jun,2021,,,,,Custody and Maintenance,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,19,Jun,2023,,1,,1,,,No,,,0,,,
,6,Apr,2023,QRELRC,E024,31,Oct,2022,,,,,Employment and Labour Cases,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Advocate not ready,31,Aug,2023,,1,,,1,,No,,,0,,,
,6,Apr,2023,QRCC,E002,3,Jan,2022,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Hearing- Application,Adjournment,Advocate not ready,16,May,2023,1,,,1,,1,Yes,,,0,,,
,6,Apr,2023,QRCC,E166,6,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRCC,E102,1,Mar,2023,,,,,Liquidated Claim,Hon A N Other,,,,,,,Certificate of urgency,Certified urgent,,13,Apr,2023,,,1,1,,,Yes,,,0,Certificate of urgency activity auto-created ,,
,6,Apr,2023,QRCC,E180,19,Jul,2021,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Mention,Ruling date given,,14,Apr,2023,1,,,,,1,Yes,,,0,,,
,6,Apr,2023,QRCC,E233,3,Sep,2021,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Hearing,Adjournment,Matters cannot be reached,02,Aug,2023,,1,,,,1,No,,,0,,,
,6,Apr,2023,QRCC,E167,6,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRCC,E001,3,Nov,2020,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Mention,Judgment date given,,16,Jun,2023,1,,,1,1,1,Yes,,,0,,,
,6,Apr,2023,QRCC,E168,6,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRCC,E169,6,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,1,,,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRSUCC,E085,6,Apr,2023,,,,,Succession (Probate & Administration - P&A),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRDC,E011,3,Jun,2022,,,,,Divorce and separation,Hon XXXXXXX,,,,,,,Judgment,Judgment delivered,,,,,1,,,,1,,No,,,0,,,
,6,Apr,2023,QRCC,6,14,Jan,2020,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Advocate not ready,17,Aug,2023,1,,,1,,1,Yes,,,0,,,
,6,Apr,2023,QRDC,E021,9,Sep,2022,,,,,Divorce and separation,Hon XXXXXXX,,,,,,,Mention,Directions given,,,,,1,,,,1,,Yes,,,0,,,
,6,Apr,2023,QRCHCC,E026,29,Sep,2022,,,,,Custody and Maintenance,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,06,Jun,2023,,1,,1,,,No,,,0,,,
,6,Apr,2023,QRSUCCMISC,E074,6,Apr,2023,,,,,Miscellaneous Succession ,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,28,Apr,2023,1,,,,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRCC,E170,6,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,,2,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,6,Apr,2023,QRELC,88,30,Aug,2019,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,08,Aug,2023,1,,,2,,,Yes,,,0,,,
,6,Apr,2023,QRCC,E020,24,Jan,2022,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Hearing,Hearing date set (in court),,24,Aug,2023,1,,,,,1,No,1,,0,,,
,6,Apr,2023,QRCC,179,22,Jul,2020,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,09,May,2023,1,,,1,,,Yes,,,0,,,
,6,Apr,2023,QRCC,292,10,Sep,2019,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Hearing,Hearing date set (in court),,11,Jul,2023,,1,,1,,,No,1,,0,,,
,6,Apr,2023,QRELC,66,18,Sep,2018,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,11,Jul,2023,1,,,1,1,,Yes,,,0,,,
,6,Apr,2023,QRELC,10,25,Jan,2019,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Hearing,Hearing date set (in court),,17,Aug,2023,1,,,1,,,Yes,1,,0,,,
,6,Apr,2023,QRCC,E014,6,Jan,2023,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,15,Jun,2023,1,,,,1,,Yes,,,0,,,
,6,Apr,2023,QRSUCC,824,3,Dec,2018,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Mention,Mention date set (in court),,05,May,2023,1,,,2,,,No,,,0,,,
,6,Apr,2023,QRCC,E173,15,Jul,2021,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Hearing,Mention date set (in court),,15,Jun,2023,1,,,,,2,Yes,,,0,,,
,6,Apr,2023,QRCC,E222,20,Aug,2021,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Hearing,Adjournment,Advocate not ready,08,Aug,2023,,1,,,1,1,Yes,,,0,,,
,6,Apr,2023,QRCHCC,E003,20,Jan,2023,,,,,Custody and Maintenance,Hon XXXXXXX,,,,,,,Ruling,Ruling date given,,14,Apr,2023,,1,,2,1,,Yes,,,0,,,
,6,Apr,2023,QRCC,E077,14,Feb,2023,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Ruling,Ruling delivered,,,,,1,,,3,,1,No,,,0,,,
,6,Apr,2023,QRCCMISC,E287,12,Oct,2022,,,,,Miscellaneous Application,Hon XXXXXXX,,,,,,,Mention,Ruling date given,,16,Jun,2023,1,,,1,1,,No,,,0,,,
,7,Apr,2023,QRCC,E288,2,Sep,2022,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Certificate of urgency,Certified urgent,,24,Apr,2023,1,,,,,2,No,,,0,Certificate of urgency activity auto-created ,,
,11,Apr,2023,QRCC,E173,11,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRCC,E045,15,Feb,2022,,,,,Personal Injury (Running Down),Hon A N Other,,,,,,,Hearing,Adjournment,Advocate not present,25,Jul,2023,1,,,1,,1,Yes,,,0,,,
,11,Apr,2023,QRCC,228,30,Jun,2017,,,,,Liquidated Claim,Hon A N Other,,,,,,,Hearing,Adjournment,Advocate not present,04,Jul,2023,1,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,63,9,Feb,2016,,,,,Liquidated Claim,Hon A N Other,,,,,,,Hearing,Adjournment,Partie(s) not ready,25,Jul,2023,1,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,390,11,Nov,2019,,,,,Commercial Suits,Hon A N Other,,,,,,,Hearing,Hearing date set (in court),,25,Jul,2023,1,,,1,1,,Yes,1,,0,,,
,11,Apr,2023,QRELC,E012,31,Jan,2022,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Hearing,Adjournment,Partie(s) not ready,25,Jul,2023,1,,,2,,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,173,21,Mar,2019,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Mention,Mention date set (in court),,23,May,2023,2,,,,,,Yes,,,0,,,
,11,Apr,2023,QRELC,E016,29,Dec,2020,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Hearing,Adjournment,Partie(s) not ready,08,Aug,2023,3,,,3,1,,Yes,,,0,,,
,11,Apr,2023,QRCC,539,6,Oct,2016,,,,,Liquidated Claim,Hon A N Other,,,,,,,Hearing,Adjournment,No proof of service,25,Jul,2023,,1,,2,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E220,30,Jun,2022,,,,,Liquidated Claim,Hon A N Other,,,,,,,Formal Proof Hearing,Adjournment,Advocate not present,11,Jul,2023,,1,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E219,30,Jun,2022,,,,,Liquidated Claim,Hon A N Other,,,,,,,Formal Proof Hearing,Adjournment,Advocate not present,25,Jul,2023,1,,,,1,,No,,,0,,,
,11,Apr,2023,QRCC,230,9,Nov,2020,,,,,Malicious Prosecution,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,1,,,2,,,Yes,1,,0,,,
,11,Apr,2023,QRCC,449,13,Sep,2016,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,18,Jul,2023,1,,,,,1,Yes,,,0,,,
,11,Apr,2023,QRCC,373,29,Jul,2016,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Mention date set (in court),,06,Jun,2023,,1,,,,2,Yes,,,0,,,
,11,Apr,2023,QRSUCC,E058,24,Feb,2022,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Mention,Grant confirmed,,,,,1,,,1,,,No,,,0,,,
,11,Apr,2023,QRSUCC,132,23,Jun,2020,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Inter Parte Hearing,Mention date set (in court),,08,Mar,2023,1,1,,1,3,,Yes,,,0,,,
,11,Apr,2023,QRDC,E013,3,May,2021,,,,,Divorce and separation,Hon XYZ,,,,,,,Defense Hearing ,Mention date set (in court),,09,May,2023,1,,,,1,,Yes,,1,0,,,
,11,Apr,2023,QRCC,E154,23,Jun,2021,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Defense Hearing ,Hearing date set (in court),,23,May,2023,1,,,1,1,,Yes,,,0,,,
,11,Apr,2023,QRELC,E030,25,Mar,2022,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Mention,Mention date set (in court),,23,May,2023,1,,,,,,Yes,,,0,,,
,11,Apr,2023,QRELC,E005,17,Nov,2020,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Mention,Mention date set (in court),,16,May,2023,1,,,1,,2,Yes,,,0,,,
,11,Apr,2023,QRELC,37,24,Apr,2019,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,18,Jul,2023,1,,,2,1,,Yes,,,0,,,
,11,Apr,2023,QRCC,E198,4,Aug,2021,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,06,Jun,2023,1,,,1,,1,Yes,3,,0,,,
,11,Apr,2023,QRCC,E198,17,Jun,2022,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Mention date set (in court),,06,Jun,2023,,1,,,2,,Yes,,,0,,,
,11,Apr,2023,QRCC,E197,17,Jun,2022,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Mention date set (in court),,06,Jun,2023,,1,,,2,,Yes,,,0,,,
,11,Apr,2023,QRCC,E118,19,Apr,2022,,,,,Medical Negligence,Hon A N Other,,,,,,,Ruling,Adjournment,Ruling not ready,13,Apr,2023,,1,,,,1,Yes,,,0,,,
,11,Apr,2023,QRSUCC,527,4,Dec,2019,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,1,,,2,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E064,8,Mar,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,1,,,1,,,Yes,3,,0,,,
,11,Apr,2023,QRCC,296,22,Oct,2020,,,,,Commercial Suits,Hon XYZ,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,,1,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E395,23,Dec,2021,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Mention date set (in court),,16,May,2023,,1,,2,1,,Yes,,,0,,,
,11,Apr,2023,QRELC,E031,28,Mar,2022,,,,,Environment and Land Cases,Hon A N Other,,,,,,,Submissions,Ruling date given,,23,May,2023,1,,,2,1,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,270,16,Aug,2019,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,24,May,2023,2,,,,,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,E068,4,Mar,2022,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Summons for Confirmation,Mention Date Given,,25,Apr,2023,,2,,2,,,No,,,0,,,
,11,Apr,2023,QRCC,E212,28,Jun,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Judgment,Judgment delivered- case closed,,,,,,1,,2,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E376,8,Dec,2021,,,,,Liquidated Claim,Hon XYZ,,,,,,,Judgment,Judgment delivered- case closed,,,,,1,,,,1,,Yes,,,0,,,
,11,Apr,2023,QRCC,E190,13,Jun,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Judgment,Judgment delivered- case closed,,,,,,1,,,1,,Yes,,,0,,,
